name,specie,esd,opt,type,group,tag
Symbiodinium sp.,Symbiodinium sp.,11.1,11.5,Dinoflagellates,Plankton,Plankton - Dinoflagellates
Takayama helix,Takayama helix,27.4,15,Dinoflagellates,Plankton,Plankton - Dinoflagellates
Takayama helix,Takayama helix,27.4,31.2,Dinoflagellates,Plankton,Plankton - Dinoflagellates
Takayama helix,Takayama helix,27.4,20.4,Dinoflagellates,Plankton,Plankton - Dinoflagellates
Takayama tasmanica,Takayama tasmanica,24.3,21.9,Dinoflagellates,Plankton,Plankton - Dinoflagellates
Temora longicornis,Temora longicornis,563.92626615601,424.667067731039,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Temora longicornis,Temora longicornis,558,15,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Temora stylifera,Temora stylifera,563.92626615601,424.667067731039,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Temora turbinata,Temora turbinata,563.92626615601,424.667067731039,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Thalia democratica,Thalia democratica,7700,7.874007874012,Salp,Jellyfish,Jellyfish - Salp
Themisto gaudichaudii,Themisto gaudichaudii,6119.66348389174,1637.73289129262,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Theragra chalcogramma,Theragra chalcogramma,3942.95608378977,161.332718321898,planktivorous,Fish,Fish - planktivorous
Thunnus alalunga ,Thunnus alalunga,219794.883511675,9112.21588102452,piscivorous,Fish,Fish - piscivorous
Thunnus albacares,Thunnus albacares,376893.360999854,12809.0617646434,predacious,Fish,Fish - predacious
Thunnus obesus,Thunnus obesus,300239.129275776,16305.3323890842,piscivorous,Fish,Fish - piscivorous
Thunnus thynnus,Thunnus thynnus,638163.39983239,28052.649174262,piscivorous,Fish,Fish - piscivorous
Thysanoessa macrura,Thysanoessa macrura,6592.20765050887,2763.46871226203,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Thysanoessa raschii,Thysanoessa raschii,4041.92677733456,1070.95054581372,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Tintinnopsis beroidea,Tintinnopsis beroidea,54,3.42928563989645,Ciliates,Plankton,Plankton - Ciliates
Tisbe furcata,Tisbe furcata,424.667067731039,424.667067731039,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Tortanus discaudatus,Tortanus discaudatus,424.667067731039,424.667067731039,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Trachurus trachurus,Trachurus trachurus,53129.8126482539,6907.25432641327,piscivorous,Fish,Fish - piscivorous
Trisopterus luscus,Trisopterus luscus,100142.160275751,22119.9867986838,piscivorous,Fish,Fish - piscivorous
Trisopterus minutus,Trisopterus minutus,38242.7283601194,8019.02770543186,piscivorous,Fish,Fish - piscivorous
Tropocyclops prasinus,Tropocyclops prasinus,235.630036067747,143.585645620551,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Tryphosella murrayi,Tryphosella murrayi,13540.9222154214,11171.4122687261,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Tursiops truncatus,Tursiops truncatus,533335.459444651,144655.114223718,Fish,Mammals,Mammals - Fish
Unspecified,Unspecified sp.,10,2.41453929352993,Flagellate,Plankton,Plankton - Flagellate
Upogebia macginitieorum,Upogebia macginitieorum,25013.1870958318,410.80526490823,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Uristes gigas,Uristes gigas,10406.0153720115,13540.9222154214,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Urophycis regia,Urophycis regia,62581.0997258114,10692.0369405758,piscivorous,Fish,Fish - piscivorous
Urophycis tenuis,Urophycis tenuis,120629.829670278,40095.1385271593,piscivorous,Fish,Fish - piscivorous
Urophysis chuss,Urophysis chuss,100509.951934385,10849.8809084657,piscivorous,Fish,Fish - piscivorous
Ursus maritimus,Ursus maritimus,1821099.99242226,57588.2382296972,Mammal,Mammals,Mammals - Mammal
Vibilia antarctica,Vibilia antarctica,594.471932086807,1637.73289129262,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Vibilia stebbingi,Vibilia stebbingi,594.471932086807,1637.73289129262,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Waldeckia obesa,Waldeckia obesa,13540.9222154214,13184.4153010177,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Woloszynskia cincta,Woloszynskia cincta,13.4,11.5,Dinoflagellates,Plankton,Plankton - Dinoflagellates
Xiphias gladius,Xiphias gladius,549874.233492725,39207.1880625379,predacious,Fish,Fish - predacious
Yihiella yeosuensis,Yihiella yeosuensis,7.8,5.6,Dinoflagellates,Plankton,Plankton - Dinoflagellates
Zalophus californianus,Zalophus californianus,912712.06736076,621823.492826381,Fish,Mammals,Mammals - Fish
Zausodes arenicolus,Zausodes arenicolus,424.667067731039,424.667067731039,swimming predacious,Invertebrate,Invertebrate - swimming predacious
Zeus faber,Zeus faber,24096.7278851744,11517.6476459394,piscivorous,Fish,Fish - piscivorous
Ziphius cavirostris,Ziphius cavirostris,533335.459444651,91271.206736076,Fish,Mammals,Mammals - Fish
Zygabikodinium lenticulatum,Zygabikodinium lenticulatum,50,35.2,Dinoflagellates,Plankton,Plankton - Dinoflagellates
