,"name","specie","esd","opt","type","group","kingdom","phylum","class","order","family","genus"
"384","Karlodinium armiger","Karlodinium armiger",16.7,10.7,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium"
"385","Karlodinium armiger","Karlodinium armiger",14.9,9.8,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium"
"386","Karlodinium veneficum","Karlodinium veneficum",11,6.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium"
"387","Katodinium glaucum","Katodinium glaucum",21.5,10.9,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Tovelliales","Tovelliaceae","Katodinium"
"388","Kogia breviceps","Kogia breviceps",2292629.05787855,72499.2965278222,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Kogiidae","Kogia"
"389","Labidiaster annulatus","Labidiaster annulatus",54764.6029056669,10406.0153720115,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Heliasteridae","Labidiaster"
"39","Alteutha depressa","Alteutha depressa",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Harpacticoida","Peltidiidae","Alteutha"
"390","Labidocera aestiva","Labidocera aestiva",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera"
"391","Labidocera wollastoni","Labidocera wollastoni",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera"
"392","Laetmonice producta","Laetmonice producta",59447.1932086806,11565.4392624423,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Aphroditidae","Laetmonice"
"393","Lagenorhynchus obliquidens","Lagenorhynchus obliquidens",912712.06736076,57588.2382296972,"Fish","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Lagenorhynchus"
"394","Lampanyctus crocodilus","Lampanyctus crocodilus",1264.55707802187,86.8954647211419,"planktivorous","Fish","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus"
"395","Lebbeus polaris","Lebbeus polaris",4592.14224936319,737.439567986421,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Lebbeus"
"396","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis",94669.3956593584,22966.9466112342,"piscivorous","Fish","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Lepidorhombus"
"397","Lepsiella albomarginata","Lepsiella albomarginata",3457.42587624338,4592.13379641342,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"398","Leptodora kindtii","Leptodora kindtii",2057.41581307297,349.743618236094,"swimming predacious","Invertebrate","Animalia","Arthropoda","Branchiopoda","Haplopoda","Leptodoridae","Leptodora"
"399","Leptonychotes weddellii","Leptonychotes weddellii",621823.492826381,62182.3492826381,"Fish","Mammals","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Leptonychotes"
"4","Abyssorchomene rossi","Abyssorchomene rossi",15366.8549839116,22032.4673341026,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene"
"40","Ammodytes hexapterus","Ammodytes hexapterus",5047.55136810709,145.137448658632,"planktivorous","Fish","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes"
"400","Lestes sponsa","Lestes sponsa",11427.1975131649,7287.56870061421,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"401","Liljeborgia georgiana","Liljeborgia georgiana",10406.0153720115,13184.4153010177,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Liljeborgia"
"402","Limacina helicina","Limacina helicina",2128.2883212486,424.667067731039,"swimming predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Pteropoda","Limacinidae","Limacina"
"403","Limacina helicina antarctica","Limacina helicina antarctica",564.126381952139,2203.24673341026,"swimming predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Pteropoda","Limacinidae","Limacina"
"404","Limnephilus lunatus","Limnephilus lunatus",1595.33771445251,609.649112092676,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"405","Limnephilus rhombicus","Limnephilus rhombicus",3382.67209461878,597.368010721506,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"406","Limulus polyphemus","Limulus polyphemus",156318.528359354,6566.12971597762,"walking predacious","Invertebrate","Animalia","Arthropoda","Merostomata","Xiphosurida","Limulidae","Limulus"
"407","Lineus longifissus","Lineus longifissus",222916.966138244,17487.1809118047,"walking predacious","Invertebrate","Animalia","Nemertea","Pilidiophora","Heteronemertea","Lineidae","Lineus"
"409","Lingulodinium polyedra","Lingulodinium polyedra",36.6,12.1,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Lingulodinium"
"41","Ammothea carolinensis","Ammothea carolinensis",6873.0594379851,22032.4673341026,"walking predacious","Invertebrate","Animalia","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Ammothea"
"410","Lingulodinium polyedrum","Lingulodinium polyedrum",36.6,25.1,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Lingulodinium"
"411","Liocarcinus arcuatus","Liocarcinus arcuatus",4592.13379641342,4849.80220162747,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus"
"412","Liocarcinus corrugatus","Liocarcinus corrugatus",5908.28776523826,4592.13379641342,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus"
"413","Liocarcinus depurator","Liocarcinus depurator",10666.69470961,9888.60445408933,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus"
"414","Liriope tetraphylla","Liriope tetraphylla",4592.14224936319,689.84497523783,"swimming predacious","Invertebrate","Animalia","Cnidaria","Hydrozoa","Limnomedusae","Geryoniidae","Liriope"
"415","Lissodelphis borealis","Lissodelphis borealis",912712.06736076,45743.9636138768,"Fish","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Lissodelphis"
"416","Lobodon carcinophaga","Lobodon carcinophaga",621823.492826381,31164.9996174102,"Zooplankton","Mammals","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Lobodon"
"417","Lohmaniella spiralis","Lohmaniella spiralis",66,9.7,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Choreotrichida","Lohmanniellidae","Lohmanniella"
"418","Lohmanniella oviformis","Lohmanniella oviformis",25,3.95979797464467,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Choreotrichida","Lohmanniellidae","Lohmanniella"
"419","Loligo pealeii","Loligo pealeii",48617.6313711829,9138.9721509554,"swimming predacious","Invertebrate","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo"
"42","Amylax triacantha","Amylax triacantha",30,22,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Amylax"
"420","Lontra canadensis","Lontra canadensis",782829.396769739,57588.2382296972,"Benthic Invertebrate","Mammals","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra"
"421","Lophaster gaini","Lophaster gaini",21631.7878872901,3221.16626507557,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Valvatida","Solasteridae","Lophaster"
"422","Lophius americanus","Lophius americanus",165629.627407806,50787.1754677351,"piscivorous","Fish","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius"
"423","Lophius budegassa","Lophius budegassa",75931.9017922341,29722.8760148323,"piscivorous","Fish","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius"
"424","Lophius piscatorius","Lophius piscatorius",113366.299699933,53991.7118420953,"piscivorous","Fish","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius"
"425","Lophozozymus incisus","Lophozozymus incisus",10165.3270484286,7574.03997398811,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Lophozozymus"
"426","lottia  orbigny","lottia  orbigny",3367.78060192126,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Lottiidae","Lottia"
"427","Luciella masanensis","Luciella masanensis",13.5,6.1,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Thoracosphaerales","Pfiesteriaceae","Luciella"
"428","Luidiaster gerlachei","Luidiaster gerlachei",5944.71932086806,14511.3267143912,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Paxillosida","Benthopectinidae","Luidiaster"
"429","Lumbrinereis","Lumbrinereis",17930.117302699,9888.60445408933,"swimming predacious","Invertebrate","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrinereis"
"43","Anabolia nervosa","Anabolia nervosa",2842.17068011569,607.119882535614,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"430","Lumpenella longirostris","Lumpenella longirostris",3047.40603102771,170.596179922546,"predacious","Fish","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenella"
"431","Lumpenus sagitta","Lumpenus sagitta",2757.11857734324,188.64903614176,"predacious","Fish","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenus"
"432","Lyrocteis flavopallidus","Lyrocteis flavopallidus",7132.66225010711,943.665370360165,"Ctenophora","Jellyfish","Animalia","Ctenophora","Tentaculata","Platyctenida","Lyroctenidae","Lyrocteis"
"433","Lysasterias perrieri","Lysasterias perrieri",19529.3892467575,5039.16671584601,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Lysasterias"
"434","Macropelopia adaucta","Macropelopia adaucta",1340.040378416,837.219953664176,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"435","Macroptychaster accrescens","Macroptychaster accrescens",30598.3174194587,7656.37294578416,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Macroptychaster"
"436","Maja squinado","Maja squinado",17328.1461678798,8963.90997547056,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Maja"
"437","Marthasterias glacialis","Marthasterias glacialis",8047.04579473068,5616.59055969058,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Marthasterias"
"438","Martialia hyadesi","Martialia hyadesi",85737.6888612011,41528.3059207708,"swimming predacious","Invertebrate","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Martialia"
"439","Maxilliphimedia longipes","Maxilliphimedia longipes",11565.4392624423,6285.13933519191,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Maxilliphimedia"
"44","Anarhichas lupus","Anarhichas lupus",6070.82746440422,3235.09501343686,"piscivorous","Fish","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"440","Mediomastus fragile","Mediomastus fragile",148,6.9,"Meroplankton","Invertebrate","Animalia","Annelida","Polychaeta",,"Capitellidae","Mediomastus"
"441","Megaptera novaeangliae","Megaptera novaeangliae",267300.923514395,9855.23820692924,"Zooplankton","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Megaptera"
"442","Melphidippa antarctica","Melphidippa antarctica",9646.42544023908,15366.8549839116,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Melphidippidae","Melphidippa"
"443","Menippe nodifrons","Menippe nodifrons",22162.8399975228,5455.15089104875,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Menippidae","Menippe"
"444","Mercenaria mercenaria","Mercenaria mercenaria",100,4.1,"Meroplankton","Invertebrate","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Mercenaria"
"445","Merlangius merlangus","Merlangius merlangus",81281.2023970053,28024.7118996212,"piscivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Merlangius"
"446","Merluccius bilinearis","Merluccius bilinearis",67127.515280302,26730.0923514395,"piscivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius"
"447","Merluccius merluccius","Merluccius merluccius",72530.0197121779,39836.8695984448,"piscivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius"
"448","Merluccius productus","Merluccius productus",3548.06824344012,120.273974453747,"predacious","Fish","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius"
"449","Mertensia ovum","Mertensia ovum",7019.14647547967,1148.60000116914,"Ctenophora","Jellyfish","Animalia","Ctenophora","Tentaculata","Cydippida","Mertensiidae","Mertensia"
"45","Anarhichas minor","Anarhichas minor",7628.68829882928,8759.05174554153,"piscivorous","Fish","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas"
"450","Mesocyclops edax","Mesocyclops edax",267.300923514395,151.757730259811,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"451","Mesonychoteuthis hamiltoni","Mesonychoteuthis hamiltoni",594471.932086806,113718.38961718,"swimming predacious","Invertebrate","Animalia","Mollusca","Cephalopoda","Oegopsida","Cranchiidae","Mesonychoteuthis"
"452","Mesoplodon carlhubbsi","Mesoplodon carlhubbsi",3923440.99769132,72499.2965278222,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon"
"453","Mesoplodon densirostris","Mesoplodon densirostris",1446551.14223718,67142.9562905789,"Fish","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon"
"456","Mesoplodon layardii","Mesoplodon layardii",1240700.9817988,67142.9562905789,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon"
"458","Mesoplodon mirus","Mesoplodon mirus",1339678.10402195,31164.9996174102,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon"
"459","Metridia gerlachei","Metridia gerlachei",1637.73289129262,2190.0533228654,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Metridia"
"46","Anemonia natalensis","Anemonia natalensis",2121.56883589411,1563.18528359354,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anemonia"
"460","Metridia princeps","Metridia princeps",1216.96814734343,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Metridia"
"461","Metridium senile","Metridium senile",17930.117302699,640.794357169306,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Metridiidae","Metridium"
"462","Microtendipes pedellus","Microtendipes pedellus",1026.26690863302,604.56940227289,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"463","Mirounga angustirostris","Mirounga angustirostris",1446551.14223718,67142.9562905789,"Squid","Mammals","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga"
"464","Mirounga leonina","Mirounga leonina",1339678.10402195,114903.641525165,"Squid","Mammals","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga"
"465","Mnemiopsis leidyi","Mnemiopsis leidyi",5802.0340228473,689.84497523783,"Ctenophora","Jellyfish","Animalia","Ctenophora","Tentaculata","Lobata","Bolinopsidae","Mnemiopsis"
"466","Mnemiopsis leidyi","Mnemiopsis leidyi",55515.7635271281,3162.27766016838,"Ctenophora","Jellyfish","Animalia","Ctenophora","Tentaculata","Lobata","Bolinopsidae","Mnemiopsis"
"467","Monocaulus parvula","Monocaulus parvula",17487.1809118047,1952.93892467575,"sessile predacious","Invertebrate","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Corymorphidae","Monocaulus"
"468","Monoculodes longirostris","Monoculodes longirostris",1820.51150767554,1070.95054581372,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Monoculodes"
"469","Monodon monoceros","Monodon monoceros",1446551.14223718,62182.3492826381,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Monodontidae","Monodon"
"47","Anemonia sargassensis","Anemonia sargassensis",8899.02816477149,4788.76002459425,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anemonia"
"470","Moroteuthis ingens","Moroteuthis ingens",117527.663190338,30800.9611887559,"swimming predacious","Invertebrate","Animalia","Mollusca","Cephalopoda","Oegopsida","Onychoteuthidae","Moroteuthis"
"471","Muggiaea atlantica","Muggiaea atlantica",500,632.455532033676,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Muggiaea"
"472","Mustelus canis","Mustelus canis",185029.178577263,14574.5380206544,"piscivorous","Fish","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"473","Myctophum asperum","Myctophum asperum",2858.29530954857,232.733769869572,"predacious","Fish","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Myctophum"
"474","Myctophum punctatum","Myctophum punctatum",2505.54605348724,134.387702088586,"planktivorous","Fish","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Myctophum"
"475","Myicola major","Myicola major",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Cyclopoida","Myicolidae","Myicola"
"476","Myoxocephalus octodecimspinosus","Myoxocephalus octodecimspinosus",79338.774443381,8877.83550953051,"piscivorous","Fish","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Myoxocephalus"
"477","Mysidopsis bigelowi","Mysidopsis bigelowi",1574.23581771547,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Mysidopsis"
"478","Mytilus edulis","Mytilus edulis",11402.6219784348,590.080105310309,"sessile predacious","Invertebrate","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus"
"479","Mytilus edulis","Mytilus edulis",236,2.9,"Meroplankton","Invertebrate","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus"
"48","Anemonia sulcata","Anemonia sulcata",38144.5353697276,8486.27534357644,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anemonia"
"480","Mytilus edulis","Mytilus edulis",99,2.9,"Meroplankton","Invertebrate","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus"
"481","Mytilus edulis","Mytilus edulis",261.992366301005,3,"Meroplankton","Invertebrate","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus"
"482","Mytilus edulis","Mytilus edulis",241,2.9,"Meroplankton","Invertebrate","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus"
"483","Nanomia bijuga","Nanomia bijuga",3000,1732.05080756888,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Nanomia"
"484","Nassarius vibex","Nassarius vibex",2128.2883212486,27.424688984045,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Nassarius"
"485","Necora puber","Necora puber",11934.3048730611,5917.57410559496,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Necora"
"486","Nematocarcinus lanceopes","Nematocarcinus lanceopes",13184.4153010177,1536.68549839116,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Nematocarcinidae","Nematocarcinus"
"487","Nemopsis bachei","Nemopsis bachei",2275.12541639405,689.84497523783,"swimming predacious","Invertebrate","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Bougainvilliidae","Nemopsis"
"488","Neobuccinum eatoni","Neobuccinum eatoni",6592.20765050887,2840.49616922998,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Prosiphonidae","Neobuccinum"
"489","Neogonodactylus sp.","Neogonodactylus sp.",12088.739993517,8923.07970921092,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Stomatopoda","Gonodactylidae","Neogonodactylus"
"49","Anemonia viridis","Anemonia viridis",2673.00923514395,2373.37559657924,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anemonia"
"490","Neomysis americana","Neomysis americana",2128.2883212486,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis"
"491","Nephrops norvegicus","Nephrops norvegicus",17930.117302699,6566.17563774121,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops"
"492","Nereis virens","Nereis virens",8963.90997547056,4592.13379641342,"swimming predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Nereis"
"495","Noctiluca scintillans","Noctiluca scintillans",223.070930423487,80,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Noctilucales","Noctilucaceae","Noctiluca"
"496","Noctiluca scintillans","Noctiluca scintillans",223.070930423487,40.8166632639171,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Noctilucales","Noctilucaceae","Noctiluca"
"497","Noctiluca scintillans","Noctiluca scintillans",225,80,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Noctilucales","Noctilucaceae","Noctiluca"
"498","Noctiluca scintillans","Noctiluca scintillans",225,12.8,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Noctilucales","Noctilucaceae","Noctiluca"
"499","Notasterias armata","Notasterias armata",12807.5095273809,3221.16626507557,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Notasterias"
"5","acanthina monodon","acanthina monodon",24814.019635976,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Acanthina"
"50","Ansanella granifera","Ansanella granifera",10.5,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Suessiales","Suessiaceae","Ansanella"
"500","Notasterias stylophora","Notasterias stylophora",15366.8549839116,3221.16626507557,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Notasterias"
"501","Notocidaris mortenseni","Notocidaris mortenseni",18837.4945936277,16377.3289129262,"walking predacious","Invertebrate","Animalia","Echinodermata","Echinoidea","Cidaroida","Ctenocidaridae","Notocidaris"
"502","Notocrangon antarcticus","Notocrangon antarcticus",8907.05978299811,12407.009817988,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Notocrangon"
"503","Notolepis rissoi","Notolepis rissoi",1480.04408252976,74.6699710627743,"planktivorous","Fish","Animalia","Chordata","Teleostei","Aulopiformes","Paralepididae","Notolepis"
"504","Notonecta glauca","Notonecta glauca",14009.2345076804,7287.56870061421,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"505","Nototheniops larseni","Nototheniops larseni",5160.23337921812,120.345445825005,"planktivorous","Fish","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Nototheniops"
"506","Nuttallochiton mirandus","Nuttallochiton mirandus",8212.33124834642,16377.3289129262,"walking predacious","Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Mopaliidae","Nuttallochiton"
"507","Nymphon gracillimum","Nymphon gracillimum",7255.66335719562,22032.4673341026,"walking predacious","Invertebrate","Animalia","Arthropoda","Pycnogonida","Pantopoda","Nymphonidae","Nymphon"
"508","Oblea rotundata","Oblea rotundata",21.6,33,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Oblea"
"509","Ocenebra erinacea","Ocenebra erinacea",6566.17563774121,6048.93195800242,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ocenebra"
"51","Antarctomysis maxima","Antarctomysis maxima",29173.0325559272,1637.73289129262,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Antarctomysis"
"510","Ocenebra erinaceus","Ocenebra erinaceus",5700.6499080331,2423.18115854421,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ocenebra"
"511","Ochromonas danica","Ochromonas danica",6.1,1.4,"Flagellate","Plankton","NA","NA","NA","NA","NA","NA"
"512","Ochromonas sp.a","Ochromonas sp.a",2.5,0.396862696659689,"Flagellate","Plankton","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae","Ochromonas"
"513","Odontaster meridionalis","Odontaster meridionalis",5433.67369666554,22032.4673341026,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Valvatida","Odontasteridae","Odontaster"
"514","Odontaster validus","Odontaster validus",10287.0790653648,10963.5236086462,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Valvatida","Odontasteridae","Odontaster"
"515","Oecetis ochracea","Oecetis ochracea",806.134445235122,627.047203989909,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"516","Oediceroides calmani","Oediceroides calmani",11565.4392624423,10406.0153720115,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Oediceroides"
"517","Oediceroides emarginatus","Oediceroides emarginatus",23035.2952918789,10406.0153720115,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Oediceroides"
"518","Oithona colcarva","Oithona colcarva",2866.25253482416,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Cyclopoida","Oithonidae","Oithona"
"519","Oithona nana","Oithona nana",890.705978299812,616.480222073676,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Cyclopoida","Oithonidae","Oithona"
"52","Anthopleura ballii","Anthopleura ballii",10666.69470961,666.221786182778,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura"
"520","Ommatophoca rossii","Ommatophoca rossii",1339678.10402195,84527.9738971949,"Squid","Mammals","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Ommatophoca"
"521","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha",6769.62771761023,417.985994028805,"predacious","Fish","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"522","Oncorhynchus keta","Oncorhynchus keta",15089.3129730105,536.050254304327,"predacious","Fish","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"523","Oncorhynchus nerka","Oncorhynchus nerka",46803.6135897789,3743.57621272075,"predacious","Fish","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"524","Ophiacantha antarctica","Ophiacantha antarctica",5039.16671584601,1299.86968330462,"walking predacious","Invertebrate","Animalia","Echinodermata","Ophiuroidea","Ophiacanthida","Ophiacanthidae","Ophiacantha"
"526","Ophioceres incipiens","Ophioceres incipiens",4278.2065155984,17487.1809118047,"walking predacious","Invertebrate","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Hemieuryalidae","Ophioceres"
"527","Ophiocten sericeum","Ophiocten sericeum",4592.14224936319,10516.9230646255,"walking predacious","Invertebrate","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiocten"
